arm -2173.194092 2009.208008 -4.574999 0.000000 -2.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode -2295.772217 2107.409668 132.125000 0.000000 3.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
arm -2175.781250 1946.272461 -4.574999 0.000000 -2.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2442.806396 2032.589355 -0.875000 0.000000 15.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 25.569290 1384.622803 319.125000 0.000000 -31.000000 0.000000 -0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech -156.190674 2644.707275 -52.446552 0.000000 82.000000 0.000000 0.963518 0.000000 0.267644 0.000000 0.000000 0.000000
telenode -2249.515381 2289.197754 132.125000 0.000000 2.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode -2340.473145 2292.038330 132.125000 0.000000 3.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode -2427.643066 2290.483398 132.125000 0.000000 1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode -2253.950928 2204.211914 132.125000 0.000000 3.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode -2354.641357 2201.625732 132.125000 0.000000 3.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode -2438.082275 2201.502197 132.125000 0.000000 2.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
drill -2501.463379 2391.818359 143.125000 0.000000 92.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
arm -2125.528076 1833.113159 -4.574999 0.000000 12.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
arm -2188.668701 1879.129150 -4.574999 0.000000 -8.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode -2469.870117 2102.927734 132.125000 0.000000 -3.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode -2382.438721 2100.083740 132.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 249.859100 3314.885986 182.231903 0.000000 69.000000 0.000000 -0.830402 0.062909 0.553602 0.000000 0.000000 0.000000
drill 1288.860840 1684.920044 79.125000 0.000000 -107.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
arm 1386.086304 2012.588257 -4.574999 0.000000 6.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 1167.258057 2316.049072 273.162842 0.000000 -5.000000 0.000000 0.190586 -0.816799 0.544533 0.000000 0.000000 0.000000
acid_tube -2638.358398 1998.613770 -0.875000 0.000000 52.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2641.624268 1949.630859 -0.875000 0.000000 1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2649.031494 1904.007446 -0.875000 0.000000 15.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2644.643555 1858.466064 -0.875000 0.000000 -15.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2537.475342 1842.662720 -0.875000 0.000000 8.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2536.062012 2022.220947 -0.875000 0.000000 20.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2551.133545 1903.632935 -0.875000 0.000000 3.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2540.824707 1967.880859 -0.875000 0.000000 12.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2531.630127 2106.982422 -0.875000 0.000000 91.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2528.908936 1751.835938 -0.875000 0.000000 -91.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2462.042725 1761.179443 -0.875000 0.000000 -51.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2421.122070 1866.026001 -0.875000 0.000000 -29.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2432.101807 1802.597900 -0.875000 0.000000 -25.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2448.729004 1916.510254 -0.875000 0.000000 -4.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2446.128906 1972.735229 -0.875000 0.000000 5.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2408.323242 2095.121582 -0.875000 0.000000 20.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2366.041748 2002.620728 -0.875000 0.000000 -7.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2335.712402 1940.802246 -0.875000 0.000000 -15.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2295.245117 1825.639160 -0.875000 0.000000 -11.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2336.882324 1884.337769 -0.875000 0.000000 -12.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2256.033691 1954.720459 -0.875000 0.000000 24.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2380.955811 1744.137695 -0.875000 0.000000 -61.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2256.916504 1887.078491 -0.875000 0.000000 -12.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2267.029297 2004.440552 -0.875000 0.000000 31.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
trapper -2644.614014 1903.125000 293.271698 0.000000 15.000000 -89.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000
trapper -2687.261963 1903.125000 293.572144 0.000000 -56.000000 -94.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000
trapper -2833.022217 1903.125000 291.334930 0.000000 -146.000000 93.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000
